Search Name,Band Name,URL,Match Type
Dungortheb,Dungortheb  ,https://www.metal-archives.com/bands/Dungortheb/9223,exact
Dungortheb,Nan Dungortheb  ,https://www.metal-archives.com/bands/Nan_Dungortheb/39775,exact
Dunh,No match found,,none
Dunhar,No match found,,none
Dunharrow,No match found,,none
Dunland,No match found,,none
Dunlendings,No match found,,none
Durin,Durin's Bane (a.k.a. Durins Bane) ,https://www.metal-archives.com/bands/Durin%27s_Bane/7116,exact
Durin,Line of Durin  ,https://www.metal-archives.com/bands/Line_of_Durin/3540471897,exact
Durthang,Durthang  ,https://www.metal-archives.com/bands/Durthang/3540401511,exact
Durthang,Durthang  ,https://www.metal-archives.com/bands/Durthang/3540478945,exact
Durthang,Durthang  ,https://www.metal-archives.com/bands/Durthang/17600,exact
Durthang,Durthang Spellcaster (a.k.a. Durthang SpellCaster) ,https://www.metal-archives.com/bands/Durthang_Spellcaster/3540532136,exact
Dwalin,No match found,,none
Dwanes,No match found,,none
Dwarfcities,No match found,,none
Dwarfkingdom,No match found,,none
Dwarfkings,No match found,,none
Dwarflords,No match found,,none
Dwarfmail,No match found,,none
Dwarfroad,No match found,,none
Dwarrowdelf,Dwarrowdelf  ,https://www.metal-archives.com/bands/Dwarrowdelf/3540432302,exact
Dwarvish,No match found,,none
Dwimorberg,No match found,,none
Dwimordene,No match found,,none
Dym,Deny Your Maker (a.k.a. DYM) ,https://www.metal-archives.com/bands/Deny_Your_Maker/3540401460,exact
Dyou,No match found,,none
Eamen,No match found,,none
Eamil,No match found,,none
Eamur,No match found,,none
Eanv,No match found,,none
Earendil,Eärendil  ,https://www.metal-archives.com/bands/E%C3%A4rendil/69890,exact
Earendil,E'Arendil  ,https://www.metal-archives.com/bands/E%27Arendil/3540511458,exact
Earendur,No match found,,none
Earendurl,No match found,,none
Earnil,No match found,,none
Earnur,No match found,,none
Earrame,No match found,,none
Earwen,No match found,,none
Eastborders,No match found,,none
Eastemnet,No match found,,none
Easterlings,No match found,,none
Eastfarthing,No match found,,none
Eastfold,No match found,,none
Eastgate,No match found,,none
Eastlands,No match found,,none
Eastmark,No match found,,none
Echor,No match found,,none
Echoriath,Echoriath  ,https://www.metal-archives.com/bands/Echoriath/87933,exact
Echtelion,No match found,,none
Echui,No match found,,none
Ecthelion,No match found,,none
Edain,Edain  ,https://www.metal-archives.com/bands/Edain/3540284114,exact
Edhel,No match found,,none
Edhil,No match found,,none
Edoras,No match found,,none
Edrahil,No match found,,none
Edrello,No match found,,none
Edrendil,No match found,,none
Edrnur,No match found,,none
Edro,No match found,,none
Egladil,No match found,,none
Eglador,No match found,,none
Eglarest,No match found,,none
Eglath,Eglath  ,https://www.metal-archives.com/bands/Eglath/3540509157,exact
Eglerio,No match found,,none
Eilenach,No match found,,none
Eilinel,No match found,,none
Eithel,Eithel Fuin  ,https://www.metal-archives.com/bands/Eithel_Fuin/70669,exact
Eithel,Eithel Sirion  ,https://www.metal-archives.com/bands/Eithel_Sirion/34453,exact
Ekkaia,No match found,,none
Elalifirien,No match found,,none
Elanor,Elanor (a.k.a. Eleanor) ,https://www.metal-archives.com/bands/Elanor/5750,exact
Elanor,Elanor (a.k.a. Eleanor) ,https://www.metal-archives.com/bands/Elanor/3540371279,exact
Elanor,Eleanor (a.k.a. Elanor) ,https://www.metal-archives.com/bands/Eleanor/45187,exact
Elanor,"Eleanor (a.k.a. エレノア, Elanor) ",https://www.metal-archives.com/bands/Eleanor/94522,exact
Elaradrim,No match found,,none
Elavens,No match found,,none
Elbereth,Elbereth  ,https://www.metal-archives.com/bands/Elbereth/105264,exact
Elbereth,Elbereth  ,https://www.metal-archives.com/bands/Elbereth/103939,exact
Elbereth,Elbereth  ,https://www.metal-archives.com/bands/Elbereth/2916,exact
Elbereth,Geist Elbereth  ,https://www.metal-archives.com/bands/Geist_Elbereth/3540489676,exact
Eldalie,No match found,,none
Eldalieva,No match found,,none
Eldamar,Eldamar  ,https://www.metal-archives.com/bands/Eldamar/3540407768,exact
Eldar,Eldar V.T.B.  ,https://www.metal-archives.com/bands/Eldar_V.T.B./42480,exact
Eldarin,No match found,,none
Eledh,No match found,,none
Eledhen,No match found,,none
Eledhvien,No match found,,none
Eledhwen,No match found,,none
Elemmire,No match found,,none
Elende,No match found,,none
Elendil,Elendil  ,https://www.metal-archives.com/bands/Elendil/3540528229,exact
Elendili,No match found,,none
Elendur,No match found,,none
Elenion,Elenion  ,https://www.metal-archives.com/bands/Elenion/3540505443,exact
Elenna,Elenna  ,https://www.metal-archives.com/bands/Elenna/3540465224,exact
Elentah,No match found,,none
Elentari,No match found,,none
Elentbri,No match found,,none
Elenve,No match found,,none
Elenwe,No match found,,none
Elerrina,No match found,,none
Elessar,Elessar  ,https://www.metal-archives.com/bands/Elessar/3095,exact
Elessar,Elessär  ,https://www.metal-archives.com/bands/Eless%C3%A4r/3540367956,exact
Elfcountry,No match found,,none
Elffriend,No match found,,none
Elfhavens,No match found,,none
Elfhelm,No match found,,none
Elfkindred,No match found,,none
Elfkingdoms,No match found,,none
Elfkings,No match found,,none
Elflady,No match found,,none
Elflands,No match found,,none
Elflord,No match found,,none
Elfmagic,No match found,,none
Elfmaid,No match found,,none
Elfman,No match found,,none
Elfsires,No match found,,none
Elfstone,No match found,,none
Elftowers,No match found,,none
Elfwardens,No match found,,none
Elfwarrior,No match found,,none
Elfwoman,No match found,,none
Elladan,No match found,,none
Elleth,No match found,,none
Elmoth,Nan Elmoth  ,https://www.metal-archives.com/bands/Nan_Elmoth/3540270964,exact
Elmoth,Nan Elmoth  ,https://www.metal-archives.com/bands/Nan_Elmoth/3540388713,exact
Elorse,No match found,,none
Elostirion,No match found,,none
Elouse,No match found,,none
Elrohir,No match found,,none
Elrond,No match found,,none
Elros,No match found,,none
Elu,Elu of the Nine (a.k.a. Elu of the 9) ,https://www.metal-archives.com/bands/Elu_of_the_Nine/3540286451,exact
Eluchfl,No match found,,none
Eluchil,No match found,,none
Eluchll,No match found,,none
Elured,No match found,,none
Elurin,No match found,,none
Elurln,No match found,,none
Elven,Elven  ,https://www.metal-archives.com/bands/Elven/89650,exact
Elven,Elven (a.k.a. Elfen) ,https://www.metal-archives.com/bands/Elven/3540503132,exact
Elven,Elvenfire (a.k.a. Elven Fire) ,https://www.metal-archives.com/bands/Elvenfire/47936,exact
Elven,Elvenpath (a.k.a. Elven Path) ,https://www.metal-archives.com/bands/Elvenpath/2195,exact
Elven,Elvenscroll (a.k.a. Elven Scroll) ,https://www.metal-archives.com/bands/Elvenscroll/3540476490,exact
Elven,Elvenstorm (a.k.a. Elven Storm) ,https://www.metal-archives.com/bands/Elvenstorm/3540305502,exact
Elven,"Elvenking (a.k.a. EK, Elven King) ",https://www.metal-archives.com/bands/Elvenking/387,exact
Elvendom,No match found,,none
Elvenesse,No match found,,none
Elvenfolk,No match found,,none
Elvenhome,No match found,,none
Elvenhost,No match found,,none
Elvenhouse,No match found,,none
Elvenkin,No match found,,none
Elvenkindreds,No match found,,none
Elvenking,"Elvenking (a.k.a. EK, Elven King) ",https://www.metal-archives.com/bands/Elvenking/387,exact
Elvenlady,No match found,,none
Elvenland,No match found,,none
Elvenlord,No match found,,none
Elvenlore,No match found,,none
Elvenmaid,No match found,,none
Elvenrace,No match found,,none
Elvenring,No match found,,none
Elvenriver,No match found,,none
Elvensmiths,No match found,,none
Elvensong,No match found,,none
Elvenstars,No match found,,none
Elventears,No match found,,none
Elventongue,No match found,,none
Elvenway,No match found,,none
Elvenwise,No match found,,none
Elverwings,No match found,,none
Elwe,No match found,,none
Elwing,Elwing  ,https://www.metal-archives.com/bands/Elwing/12253,exact
Elwng,No match found,,none
Emeldir,No match found,,none
Emyn,Emyn Muil  ,https://www.metal-archives.com/bands/Emyn_Muil/3540358234,exact
Emynamen,No match found,,none
Endorenna,No match found,,none
Enedmith,No match found,,none
Enemys,"My Enemyz Blood (a.k.a. My Enemys Blood, My Enemy's Blood) ",https://www.metal-archives.com/bands/My_Enemyz_Blood/3540522652,exact
Engrin,Ethraid Engrin  ,https://www.metal-archives.com/bands/Ethraid_Engrin/3540382034,exact
Engrnr,No match found,,none
Engwar,Engwar  ,https://www.metal-archives.com/bands/Engwar/3540519158,exact
Ennor,No match found,,none
Entfist,No match found,,none
Enting,No match found,,none
Entish,No match found,,none
Entmaiden,No match found,,none
Entmoot,Entmoot  ,https://www.metal-archives.com/bands/Entmoot/3540500739,exact
Entmoot,Entmoot  ,https://www.metal-archives.com/bands/Entmoot/3540501026,exact
Ents,No match found,,none
Entvoices,No match found,,none
Entwade,No match found,,none
Entwash,No match found,,none
Entwife,Entwife  ,https://www.metal-archives.com/bands/Entwife/3540543581,exact
Entwives,No match found,,none
Entwood,No match found,,none
Envinyatar,No match found,,none
Eol,Emotion of Loss (a.k.a. E.O.L.) ,https://www.metal-archives.com/bands/Emotion_of_Loss/109171,exact
Eol,Eyes of Ligeia (a.k.a. E.O.L.) ,https://www.metal-archives.com/bands/Eyes_of_Ligeia/828,exact
Eomer,No match found,,none
Eomund,No match found,,none
Eonvie,No match found,,none
Eonwe,No match found,,none
Eorl,No match found,,none
Eorlingas,No match found,,none
Eothain,No match found,,none
Eowyn,Éowyn  ,https://www.metal-archives.com/bands/%C3%89owyn/3540508649,exact
Ephel,Ephel Duath (a.k.a. Ephel Dvath) ,https://www.metal-archives.com/bands/Ephel_Duath/1320,exact
Erain,Erain  ,https://www.metal-archives.com/bands/Erain/3540484109,exact
Erchamion,Erchamion  ,https://www.metal-archives.com/bands/Erchamion/3540461938,exact
Ereb,Ereb Altor  ,https://www.metal-archives.com/bands/Ereb_Altor/19273,exact
Erebor,Erebor  ,https://www.metal-archives.com/bands/Erebor/84001,exact
Erebor,Erebor  ,https://www.metal-archives.com/bands/Erebor/3540437072,exact
Erebor,Erebor  ,https://www.metal-archives.com/bands/Erebor/3540405124,exact
Ered,Ered (a.k.a. Ered Lithui) ,https://www.metal-archives.com/bands/Ered/13472,exact
Ered,Ered Amlug  ,https://www.metal-archives.com/bands/Ered_Amlug/3540441786,exact
Ered,Ered Angmar  ,https://www.metal-archives.com/bands/Ered_Angmar/3540464704,exact
Ered,Ered Guldur  ,https://www.metal-archives.com/bands/Ered_Guldur/3540481221,exact
Ered,Ered Lithui  ,https://www.metal-archives.com/bands/Ered_Lithui/106767,exact
Ered,Ered Wethrin  ,https://www.metal-archives.com/bands/Ered_Wethrin/3540375522,exact
Ered,Ered Wethrin  ,https://www.metal-archives.com/bands/Ered_Wethrin/3540372957,exact
Eregion,Eregion  ,https://www.metal-archives.com/bands/Eregion/44798,exact
Eregion,Eregion  ,https://www.metal-archives.com/bands/Eregion/20173,exact
Eregion,Eregion  ,https://www.metal-archives.com/bands/Eregion/3540392274,exact
Ereinion,No match found,,none
Erelas,No match found,,none
Erellont,No match found,,none
Eressea,Eressëa (a.k.a. Eressëa - The Dark Symphony) ,https://www.metal-archives.com/bands/Eress%C3%ABa/3540527118,exact
Eressea,Môr Eressëa  ,https://www.metal-archives.com/bands/M%C3%B4r_Eress%C3%ABa/3540473462,exact
Eressla,No match found,,none
Erestor,Erestor  ,https://www.metal-archives.com/bands/Erestor/111200,exact
Eriador,Eriador  ,https://www.metal-archives.com/bands/Eriador/3540444185,exact
Erken,No match found,,none
Erkenbrand,No match found,,none
Ernil,No match found,,none
Eruhini,No match found,,none
Erui,No match found,,none
Esgalduin,No match found,,none
Esgaroth,Esgaroth  ,https://www.metal-archives.com/bands/Esgaroth/29525,exact
Esgaroth,Esgaroth (a.k.a. Esgaroth War) ,https://www.metal-archives.com/bands/Esgaroth/88331,exact
Esgaroth,Esgaroth  ,https://www.metal-archives.com/bands/Esgaroth/23503,exact
Esgaroth,Esgaroth  ,https://www.metal-archives.com/bands/Esgaroth/45516,exact
Esgaroth,Esgaroth  ,https://www.metal-archives.com/bands/Esgaroth/9125,exact
Esgaroth,Esgaroth  ,https://www.metal-archives.com/bands/Esgaroth/58930,exact
Esgaroth,Esgaroth (a.k.a. Езгарот) ,https://www.metal-archives.com/bands/Esgaroth/44988,exact
Esgaroth,Esgaroth  ,https://www.metal-archives.com/bands/Esgaroth/3540431013,exact
Esgaroth,Ezgaroth (a.k.a. Esgaroth) ,https://www.metal-archives.com/bands/Ezgaroth/14023,exact
Estolad,No match found,,none
Ethir,Ethir Anduin  ,https://www.metal-archives.com/bands/Ethir_Anduin/3540322798,exact
Ethiranduin,No match found,,none
Ettendales,No match found,,none
Ettenmoors,No match found,,none
Etvsindarinform,No match found,,none
Evendim,No match found,,none
Evenstar,No match found,,none
Evercold,No match found,,none
Evereve,EverEve  ,https://www.metal-archives.com/bands/EverEve/1080,exact
Everevens,No match found,,none
Evermind,The Evermind (a.k.a. Ever Mind) ,https://www.metal-archives.com/bands/The_Evermind/7291,exact
Evernight,Evernight (a.k.a. Ever Night) ,https://www.metal-archives.com/bands/Evernight/3540279725,exact
Evernight,Into the Evernight  ,https://www.metal-archives.com/bands/Into_the_Evernight/3540480420,exact
Evernight,Skadi's Evernight  ,https://www.metal-archives.com/bands/Skadi%27s_Evernight/3540515710,exact
Everwhite,No match found,,none
Everyoung,No match found,,none
Ezellohar,Ezellohar  ,https://www.metal-archives.com/bands/Ezellohar/3540473233,exact
Fabels,No match found,,none
Faelivrin,No match found,,none
Fairbairns,No match found,,none
Fairystories,No match found,,none
Falalalally,No match found,,none
Falas,No match found,,none
Falathar,No match found,,none
Falathrim,No match found,,none
Fallohide,No match found,,none
Fallohidish,No match found,,none
Falmari,No match found,,none
False,False  ,https://www.metal-archives.com/bands/False/3540332204,exact
False,False  ,https://www.metal-archives.com/bands/False/82870,exact
False,False Acolyte  ,https://www.metal-archives.com/bands/False_Acolyte/3540549151,exact
False,"False Akuser (a.k.a. False Acuser, False Accuser) ",https://www.metal-archives.com/bands/False_Akuser/3540509027,exact
False,False Coda  ,https://www.metal-archives.com/bands/False_Coda/3540381417,exact
False,False Creation  ,https://www.metal-archives.com/bands/False_Creation/3540485624,exact
False,False Dawn  ,https://www.metal-archives.com/bands/False_Dawn/3540444372,exact
False,"False Deity (a.k.a. 虚伪神祇, 伪神) ",https://www.metal-archives.com/bands/False_Deity/3540486823,exact
False,False Emperor  ,https://www.metal-archives.com/bands/False_Emperor/3540502414,exact
False,False Entailment  ,https://www.metal-archives.com/bands/False_Entailment/3540491988,exact
False,False Faith  ,https://www.metal-archives.com/bands/False_Faith/3540416905,exact
False,False Flag  ,https://www.metal-archives.com/bands/False_Flag/3540363997,exact
False,False Gharial  ,https://www.metal-archives.com/bands/False_Gharial/3540436681,exact
False,False God  ,https://www.metal-archives.com/bands/False_God/123760,exact
False,False Gods (a.k.a. 伪神乐队) ,https://www.metal-archives.com/bands/False_Gods/3540473623,exact
False,False Gods  ,https://www.metal-archives.com/bands/False_Gods/3540410731,exact
False,False Gospel  ,https://www.metal-archives.com/bands/False_Gospel/3540537217,exact
False,False Hope  ,https://www.metal-archives.com/bands/False_Hope/14944,exact
False,False Hope  ,https://www.metal-archives.com/bands/False_Hope/49457,exact
False,False Leaders  ,https://www.metal-archives.com/bands/False_Leaders/3540529498,exact
False,False Light  ,https://www.metal-archives.com/bands/False_Light/3540539053,exact
False,False Light  ,https://www.metal-archives.com/bands/False_Light/3540349481,exact
False,False Modulation  ,https://www.metal-archives.com/bands/False_Modulation/40193,exact
False,False Mutation  ,https://www.metal-archives.com/bands/False_Mutation/3540454176,exact
False,False Oath  ,https://www.metal-archives.com/bands/False_Oath/81173,exact
False,False Prophecy  ,https://www.metal-archives.com/bands/False_Prophecy/3540389609,exact
False,False Prophet (a.k.a. Necro Black Baron) ,https://www.metal-archives.com/bands/False_Prophet/70087,exact
False,False Prophet  ,https://www.metal-archives.com/bands/False_Prophet/2396,exact
False,False Prophet  ,https://www.metal-archives.com/bands/False_Prophet/3540438161,exact
False,False Providence  ,https://www.metal-archives.com/bands/False_Providence/3540543921,exact
False,False Reality  ,https://www.metal-archives.com/bands/False_Reality/10346,exact
False,False Shadows  ,https://www.metal-archives.com/bands/False_Shadows/3540483149,exact
False,False Witness  ,https://www.metal-archives.com/bands/False_Witness/2077,exact
False,The False  ,https://www.metal-archives.com/bands/The_False/3540489302,exact
False,False Brain Tumor (a.k.a. False Brain Tumour) ,https://www.metal-archives.com/bands/False_Brain_Tumor/3540466372,exact
False,False Flag Attack  ,https://www.metal-archives.com/bands/False_Flag_Attack/3540362651,exact
False,False in Truth  ,https://www.metal-archives.com/bands/False_in_Truth/113487,exact
False,FalseGod  ,https://www.metal-archives.com/bands/FalseGod/3540422077,exact
False,FalseHate  ,https://www.metal-archives.com/bands/FalseHate/3540537673,exact
False,TrueFalse  ,https://www.metal-archives.com/bands/TrueFalse/126407,exact
False,Divulsion (a.k.a. False Hope) ,https://www.metal-archives.com/bands/Divulsion/38565,exact
False,Falsegods (a.k.a. False Gods) ,https://www.metal-archives.com/bands/Falsegods/3540513438,exact
False,"Infearior (a.k.a. False Reality, Inferior) ",https://www.metal-archives.com/bands/Infearior/6380,exact
Fangom,No match found,,none
Fangorn,Fangorn  ,https://www.metal-archives.com/bands/Fangorn/82431,exact
Fangorn,Fangorn  ,https://www.metal-archives.com/bands/Fangorn/6899,exact
Fangorn,Fängörn  ,https://www.metal-archives.com/bands/F%C3%A4ng%C3%B6rn/3540319160,exact
Fangorn,Dark Forest of Fangorn (a.k.a. Fangorn) ,https://www.metal-archives.com/bands/Dark_Forest_of_Fangorn/3540333095,exact
Fanguage,No match found,,none
Fanuidhol,No match found,,none
Fanuilos,No match found,,none
Faramir,No match found,,none
Faroth,No match found,,none
Fastred,No match found,,none
Fattys,No match found,,none
Fauglith,No match found,,none
Feanaro,No match found,,none
Feanor,Feanor  ,https://www.metal-archives.com/bands/Feanor/518,exact
Feanor,Feanor Omega  ,https://www.metal-archives.com/bands/Feanor_Omega/3540393669,exact
Feanorian,No match found,,none
Feanoris,No match found,,none
Feanorto,No match found,,none
Feanturi,Feanturi  ,https://www.metal-archives.com/bands/Feanturi/62234,exact
Feanturi,Fëanturi  ,https://www.metal-archives.com/bands/F%C3%ABanturi/11961,exact
Feave,No match found,,none
Febennin,No match found,,none
Fegolas,No match found,,none
Felagund,No match found,,none
Felarof,No match found,,none
Fellomhip,No match found,,none
Fellozship,No match found,,none
Fengel,No match found,,none
Fenmarch,No match found,,none
Fennas,No match found,,none
Fernys,No match found,,none
Fightelves,No match found,,none
Fimbrethil,No match found,,none
Fimiguinarland,No match found,,none
Fimjguinar,No match found,,none
Finarfin,No match found,,none
Findegil,No match found,,none
Finduilas,No match found,,none
Finglas,No match found,,none
Fingolfin,No match found,,none
Fingon,No match found,,none
Finrod,No match found,,none
Finroduom,No match found,,none
Finwe,No match found,,none
Firefoot,No match found,,none
Firegolden,No match found,,none
Firemountain,No match found,,none
Firienfeld,No match found,,none
Firienwood,No match found,,none
Firni,No match found,,none
Fissh,No match found,,none
Fiveandforty,No match found,,none
Fladrif,No match found,,none
Flammifer,No match found,,none
Flanor,No match found,,none
Flarad,No match found,,none
Flaven,No match found,,none
Flealing,No match found,,none
Flearts,No match found,,none
Flelcaraxe,No match found,,none
Flenneth,No match found,,none
Flere,No match found,,none
Floarwell,No match found,,none
Flobbiton,No match found,,none
Flobbits,No match found,,none
Flold,No match found,,none
Flollin,No match found,,none
Flomely,No match found,,none
Flornburg,No match found,,none
Flourdumpling,No match found,,none
Flouses,No match found,,none
Flrimar,No match found,,none
Flrimarmortals,No match found,,none
Flui,No match found,,none
Foamriders,No match found,,none
Fobelia,No match found,,none
Fockholes,No match found,,none
Foehammer,Foehammer (a.k.a. Foe Hammer) ,https://www.metal-archives.com/bands/Foehammer/3540394689,exact
Folca,No match found,,none
Folco,No match found,,none
Folcwine,No match found,,none
Folde,No match found,,none
Follovers,No match found,,none
Fomost,No match found,,none
Forgoil,No match found,,none
Forlong,No match found,,none
Formen,No match found,,none
Formenos,Morna (a.k.a. Formenos) ,https://www.metal-archives.com/bands/Morna/29553,exact
Formenos,Форменос (a.k.a. Formenos) ,https://www.metal-archives.com/bands/%D0%A4%D0%BE%D1%80%D0%BC%D0%B5%D0%BD%D0%BE%D1%81/3540403810,exact
Forn,Fórn (a.k.a. Forn) ,https://www.metal-archives.com/bands/F%C3%B3rn/3540367402,exact
Forn,Forn Kaldr  ,https://www.metal-archives.com/bands/Forn_Kaldr/3540439703,exact
Forn,Forn Valdyrheim  ,https://www.metal-archives.com/bands/Forn_Valdyrheim/32277,exact
Fornost,Fornost  ,https://www.metal-archives.com/bands/Fornost/5187,exact
Fornost,Fornost  ,https://www.metal-archives.com/bands/Fornost/45933,exact
Fornost,Förnost  ,https://www.metal-archives.com/bands/F%C3%B6rnost/110724,exact
Fornost,Fornost Arnor  ,https://www.metal-archives.com/bands/Fornost_Arnor/3540296333,exact
Fornost,Forhnost (a.k.a. fornost) ,https://www.metal-archives.com/bands/Forhnost/3540390633,exact
Fornostl,No match found,,none
Forochel,No match found,,none
Fortytwo,"Fortytwo (a.k.a. Forty-two, 42) ",https://www.metal-archives.com/bands/Fortytwo/35154,exact
Fossarnach,No match found,,none
Fost,No match found,,none
Fothlurien,No match found,,none
Fotho,No match found,,none
Frbr,No match found,,none
Fredegar,No match found,,none
Frja,No match found,,none
Frjalaf,No match found,,none
Frjawine,No match found,,none
Frodo,"Frodhos Death (a.k.a. Frodho's Death, Frodos Death, Frodo's Death) ",https://www.metal-archives.com/bands/Frodhos_Death/3540349772,exact
Frodolad,No match found,,none
Frogmorton,No match found,,none
Fryingpan,No match found,,none
Fuin,Eithel Fuin  ,https://www.metal-archives.com/bands/Eithel_Fuin/70669,exact
Fuinur,No match found,,none
Fuinura,No match found,,none
Fundin,No match found,,none
Furien,Furien  ,https://www.metal-archives.com/bands/Furien/30302,exact
Gabilgathol,No match found,,none
Gaerys,No match found,,none
Galadhon,No match found,,none
Galadhriel,No match found,,none
Galadhrim,No match found,,none
Galadon,Caras Galadon  ,https://www.metal-archives.com/bands/Caras_Galadon/3540471704,exact
Galadriel,Galadriel  ,https://www.metal-archives.com/bands/Galadriel/4203,exact
Galadriel,"Galadriel's Wrath (a.k.a. Galadriels Wrath, Rúsë Altárielva, Rûth Galadriel) ",https://www.metal-archives.com/bands/Galadriel%27s_Wrath/3540516274,exact
Galadriel,Ghaladriel (a.k.a. Galadriel) ,https://www.metal-archives.com/bands/Ghaladriel/58942,exact
Galadrim,No match found,,none
Galathilion,No match found,,none
Galdor,No match found,,none
Galmod,No match found,,none
Gamgees,No match found,,none
Gamling,No match found,,none
Gandalf,Gandalf  ,https://www.metal-archives.com/bands/Gandalf/2528,exact
Gandalf,Gandalf  ,https://www.metal-archives.com/bands/Gandalf/93292,exact
Gandalf,Gandalf Wizardry  ,https://www.metal-archives.com/bands/Gandalf_Wizardry/3540492871,exact
Gandalf,Gandalf the Green  ,https://www.metal-archives.com/bands/Gandalf_the_Green/3540416126,exact
Garulf,No match found,,none
Gatebreaking,No match found,,none
Gatestream,No match found,,none
Gaurhoth,Gaurhoth  ,https://www.metal-archives.com/bands/Gaurhoth/15704,exact
Gaurhoth,Gaurhoth  ,https://www.metal-archives.com/bands/Gaurhoth/3540296495,exact
Gaurhoth,Tol-in-Gaurhoth  ,https://www.metal-archives.com/bands/Tol-in-Gaurhoth/24738,exact
Gaurhoth,Gavrhoth (a.k.a. Gaurhoth) ,https://www.metal-archives.com/bands/Gavrhoth/115639,exact
Gebir,No match found,,none
Gelin,No match found,,none
Gelion,No match found,,none
Gelmir,No match found,,none
Gelmiris,No match found,,none
Gelydh,No match found,,none
Gerontius,No match found,,none
Ghvn,No match found,,none
Ghvnburighvn,No match found,,none
Ghvsh,No match found,,none
Gidredhel,No match found,,none
Gildor,No match found,,none
Gilestel,No match found,,none
Gilgalad,No match found,,none
Gilraen,No match found,,none
Gilrain,No match found,,none
Gilthoniel,No match found,,none
Gimilkhad,No match found,,none
Gimilzdrsee,No match found,,none
Gimilzor,No match found,,none
Gimli,Gimli Balrog  ,https://www.metal-archives.com/bands/Gimli_Balrog/114474,exact
Gimli,"Gimli, Son of Glóin  ",https://www.metal-archives.com/bands/Gimli%2C_Son_of_Gl%C3%B3in/3540449517,exact
Ginglith,No match found,,none
Girion,No match found,,none
Girith,No match found,,none
Girithron,No match found,,none
Glamdring,Glamdring  ,https://www.metal-archives.com/bands/Glamdring/3540310001,exact
Glamhoth,Glamhoth  ,https://www.metal-archives.com/bands/Glamhoth/3540335794,exact
Glaurung,Glaurung  ,https://www.metal-archives.com/bands/Glaurung/3540321930,exact
Glaurung,Glaurung  ,https://www.metal-archives.com/bands/Glaurung/3540438527,exact
Glaurunga,No match found,,none
Glingal,No match found,,none
Glirhuin,No match found,,none
Gljowine,No match found,,none
Gloin,"Gimli, Son of Glóin  ",https://www.metal-archives.com/bands/Gimli%2C_Son_of_Gl%C3%B3in/3540449517,exact
Gloredhel,No match found,,none
Glorfindel,No match found,,none
Glorftndel,No match found,,none
Gluin,No match found,,none
Gmithi,No match found,,none
Gmithimirdain,No match found,,none
Gmreth,No match found,,none
Gmthlo,No match found,,none
Goatleaf,No match found,,none
Goblincleaver,No match found,,none
Goblinses,No match found,,none
Goblintown,No match found,,none
Goblinwars,No match found,,none
Golasgil,No match found,,none
Goldberry,No match found,,none
Goldenbed,No match found,,none
Goldenhaired,No match found,,none
Goldenhead,No match found,,none
Goldwine,No match found,,none
Golfimbuls,No match found,,none
Gollum,Gollum  ,https://www.metal-archives.com/bands/Gollum/3540490627,exact
Gollum,Gollum  ,https://www.metal-archives.com/bands/Gollum/5170,exact
Gollum,Gollum  ,https://www.metal-archives.com/bands/Gollum/31684,exact
Gollumcreature,No match found,,none
Gollumlike,No match found,,none
Gollummanner,No match found,,none
Gollunts,No match found,,none
Golodh,No match found,,none
Golodhrim,No match found,,none
Gondolin,No match found,,none
Gondolindrim,No match found,,none
Gondor,No match found,,none
Gonnhirhm,No match found,,none
Gonnhirrim,No match found,,none
Goodbodies,No match found,,none
Goodbody,No match found,,none
Gorbadoc,No match found,,none
Gorbag,Gorbag  ,https://www.metal-archives.com/bands/Gorbag/3540532040,exact
Gorgor,Cirith Gorgor  ,https://www.metal-archives.com/bands/Cirith_Gorgor/2104,exact
Gorgoroth,Gorgoroth  ,https://www.metal-archives.com/bands/Gorgoroth/3540551829,exact
Gorgoroth,Gorgoroth  ,https://www.metal-archives.com/bands/Gorgoroth/3540426595,exact
Gorgoroth,Gorgoroth  ,https://www.metal-archives.com/bands/Gorgoroth/770,exact
Gorgoroth,Gorgoroth  ,https://www.metal-archives.com/bands/Gorgoroth/3540349312,exact
Gorhendad,No match found,,none
Gorlim,No match found,,none
Gorthaur,Gorthaur  ,https://www.metal-archives.com/bands/Gorthaur/3540480442,exact
Gorthaur,Gorthaur  ,https://www.metal-archives.com/bands/Gorthaur/47744,exact
Gorthaur,Gorthaur  ,https://www.metal-archives.com/bands/Gorthaur/3540482302,exact
Gorthaur,Gorthaur  ,https://www.metal-archives.com/bands/Gorthaur/24699,exact
Gorthaur,Gorthaur  ,https://www.metal-archives.com/bands/Gorthaur/3540334699,exact
Gorthaur,Gorthaur  ,https://www.metal-archives.com/bands/Gorthaur/75442,exact
Gorthaur,Gorthaur  ,https://www.metal-archives.com/bands/Gorthaur/3540470743,exact
Gorthaur,Gorthaur's Wrath (a.k.a. Gorthaurs Wrath) ,https://www.metal-archives.com/bands/Gorthaur%27s_Wrath/10197,exact
Gorthol,Gorthol  ,https://www.metal-archives.com/bands/Gorthol/3540543655,exact
Gothmog,Gothmog  ,https://www.metal-archives.com/bands/Gothmog/3540529009,exact
Gothmog,Gothmog  ,https://www.metal-archives.com/bands/Gothmog/93505,exact
Gothmog,Gothmog (a.k.a. GothMog) ,https://www.metal-archives.com/bands/Gothmog/3540271347,exact
