Search Name,Band Name,URL,Match Type
Gothmog,Gothmog  ,https://www.metal-archives.com/bands/Gothmog/28077,exact
Gothmog,Gothmog (a.k.a. Zokor) ,https://www.metal-archives.com/bands/Gothmog/21701,exact
Gothmog,Gothmog  ,https://www.metal-archives.com/bands/Gothmog/3540526945,exact
Greatgrandfather,No match found,,none
Greatgrandson,No match found,,none
Greenelves,No match found,,none
Greenfields,No match found,,none
Greenwaycrossing,No match found,,none
Greyelf,No match found,,none
Greyelven,No match found,,none
Greyelves,No match found,,none
Greyflood,No match found,,none
Greyhame,No match found,,none
Greymantle,No match found,,none
Grima,Grima  ,https://www.metal-archives.com/bands/Grima/3540404377,exact
Grima,Grima Morstua  ,https://www.metal-archives.com/bands/Grima_Morstua/12044,exact
Grima,Grima Inc. (a.k.a. Grima Incorporated) ,https://www.metal-archives.com/bands/Grima_Inc./3540473174,exact
Grimbeorn,No match found,,none
Grimbold,No match found,,none
Grimslade,Grimslade (a.k.a. Grim Slade) ,https://www.metal-archives.com/bands/Grimslade/3540413301,exact
Grish,No match found,,none
Grishnakh,"Celtic Blood (a.k.a. Xenhir, Grishnakh, Njörfaddarborg) ",https://www.metal-archives.com/bands/Celtic_Blood/15045,exact
Grnma,No match found,,none
Grune,No match found,,none
Guardtowers,No match found,,none
Guilin,No match found,,none
Guinar,No match found,,none
Guldur,Guldur  ,https://www.metal-archives.com/bands/Guldur/3540433146,exact
Guldur,Barad Guldur  ,https://www.metal-archives.com/bands/Barad_Guldur/3540454921,exact
Guldur,Dol Guldur  ,https://www.metal-archives.com/bands/Dol_Guldur/121636,exact
Guldur,Dol Guldur  ,https://www.metal-archives.com/bands/Dol_Guldur/3540487962,exact
Guldur,Dol Guldur  ,https://www.metal-archives.com/bands/Dol_Guldur/3540369852,exact
Guldur,Dol Guldur  ,https://www.metal-archives.com/bands/Dol_Guldur/122867,exact
Guldur,Dol Guldur  ,https://www.metal-archives.com/bands/Dol_Guldur/3540512613,exact
Guldur,Ered Guldur  ,https://www.metal-archives.com/bands/Ered_Guldur/3540481221,exact
Gundabad,Gundabad  ,https://www.metal-archives.com/bands/Gundabad/3540483330,exact
Gundor,No match found,,none
Gurthang,Gurthang  ,https://www.metal-archives.com/bands/Gurthang/5091,exact
Gurthang,Gurthang  ,https://www.metal-archives.com/bands/Gurthang/3540305908,exact
Guthlbf,No match found,,none
Gvaithimirdain,No match found,,none
Gwaihir,No match found,,none
Gwaithimirdain,No match found,,none
Gwareth,No match found,,none
Gwindor,No match found,,none
Gwndor,No match found,,none
Hadhodrond,No match found,,none
Hador,No match found,,none
Haerast,No match found,,none
Haidar,No match found,,none
Haladin,No match found,,none
Halbarad,No match found,,none
Haldad,No match found,,none
Haldir,No match found,,none
Haleth,No match found,,none
Halfast,No match found,,none
Halfelven,No match found,,none
Halifirien,Halifirien  ,https://www.metal-archives.com/bands/Halifirien/3540430533,exact
Halmir,No match found,,none
Hamas,No match found,,none
Hamfast,No match found,,none
Hammerhand,No match found,,none
Handir,No match found,,none
Harad,Harad  ,https://www.metal-archives.com/bands/Harad/3540498628,exact
Harad,Far Harad  ,https://www.metal-archives.com/bands/Far_Harad/3540498223,exact
Haradrim,Haradrim  ,https://www.metal-archives.com/bands/Haradrim/3540512268,exact
Hardbottle,No match found,,none
Hareth,No match found,,none
Haretha,No match found,,none
Harfoot,No match found,,none
Harlond,No match found,,none
Harpercollins,No match found,,none
Harpercollinspublishers,No match found,,none
Harpercollinspzzszm,No match found,,none
Harrowdale,No match found,,none
Hasufel,No match found,,none
Hathaldir,No match found,,none
Hathol,No match found,,none
Haudhen,No match found,,none
Haudhenanen,No match found,,none
Haudhenarvjen,No match found,,none
Haudhenarwen,No match found,,none
Haudhenelleth,No match found,,none
Haudhenndengin,No match found,,none
Haudhennimaeth,No match found,,none
Haudhennirnaeth,No match found,,none
Haysend,No match found,,none
Heathertoes,No match found,,none
Helcar,No match found,,none
Helcaraxe,Helcaraxe  ,https://www.metal-archives.com/bands/Helcaraxe/25848,exact
Helcaraxe,Helcaraxe  ,https://www.metal-archives.com/bands/Helcaraxe/28812,exact
Helcaraxe,Helcaraxe  ,https://www.metal-archives.com/bands/Helcaraxe/3540507877,exact
Helcaraxe,Helcaraxe  ,https://www.metal-archives.com/bands/Helcaraxe/40696,exact
Helcaraxe,Helcaraxe  ,https://www.metal-archives.com/bands/Helcaraxe/3540475901,exact
Helcaraxe,Helcaraxë  ,https://www.metal-archives.com/bands/Helcarax%C3%AB/49088,exact
Helcaraxe,Eternal Helcaraxe  ,https://www.metal-archives.com/bands/Eternal_Helcaraxe/121155,exact
Helevom,No match found,,none
Helevorn,Helevorn  ,https://www.metal-archives.com/bands/Helevorn/3540373151,exact
Helevorn,Helevorn  ,https://www.metal-archives.com/bands/Helevorn/6591,exact
Helluin,No match found,,none
Helmingas,No match found,,none
Helmir,No match found,,none
Henneth,No match found,,none
Herblore,No match found,,none
Herefara,No match found,,none
Herhlore,No match found,,none
Herubrand,No match found,,none
Herugrim,Herugrim  ,https://www.metal-archives.com/bands/Herugrim/3540516040,exact
Herumor,No match found,,none
Herunumen,No match found,,none
Highelven,No match found,,none
Hildinyar,No match found,,none
Hildor,No match found,,none
Hildorien,No match found,,none
Himlad,No match found,,none
Himring,No match found,,none
Hirgon,No match found,,none
Hirilom,No match found,,none
Hirilorn,Hirilorn  ,https://www.metal-archives.com/bands/Hirilorn/946,exact
Hirluin,No match found,,none
Hisildme,No match found,,none
Hisilome,No match found,,none
Hisime,No match found,,none
Hithaeglin,No match found,,none
Hithaeglir,Hithaeglir  ,https://www.metal-archives.com/bands/Hithaeglir/3540351238,exact
Hithlum,Hithlum  ,https://www.metal-archives.com/bands/Hithlum/35261,exact
Hithoel,No match found,,none
Hoarwell,No match found,,none
Hobbitlore,No match found,,none
Hobbiton,Hobbiton  ,https://www.metal-archives.com/bands/Hobbiton/111035,exact
Hobbitonbred,No match found,,none
Hobbitryinarms,No match found,,none
Hobbits,"Hobbits (a.k.a. The Hobbit, The Hobbits) ",https://www.metal-archives.com/bands/Hobbits/3540327972,exact
Hobbits,The Hobbits of the Shire  ,https://www.metal-archives.com/bands/The_Hobbits_of_the_Shire/112214,exact
Holbytla,No match found,,none
Holbytlan,No match found,,none
Holdwine,No match found,,none
Hollen,Fen Hollen  ,https://www.metal-archives.com/bands/Fen_Hollen/81099,exact
Hollen,Fenhollen (a.k.a. Fen Hollen) ,https://www.metal-archives.com/bands/Fenhollen/3540396035,exact
Hollovhold,No match found,,none
Hollovibold,No match found,,none
Hollowbold,No match found,,none
Hooml,No match found,,none
Hoorn,No match found,,none
Hornblowers,No match found,,none
Hornburg,No match found,,none
Hornburggates,No match found,,none
Horncall,No match found,,none
Horncry,No match found,,none
Hornrock,No match found,,none
Horsecountry,No match found,,none
Horselords,No match found,,none
Horsemaster,No match found,,none
Horsemens,No match found,,none
Hrin,No match found,,none
Htn,Hail the Night (a.k.a. HTN) ,https://www.metal-archives.com/bands/Hail_the_Night/129162,exact
Hunthor,No match found,,none
Huor,No match found,,none
Huorndark,No match found,,none
Huorns,No match found,,none
Hurin,Húrin (a.k.a. Hurin) ,https://www.metal-archives.com/bands/H%C3%BArin/3540520797,exact
Hyarmen,No match found,,none
Hyarmentir,No match found,,none
Iant,No match found,,none
Iarwain,No match found,,none
Ibun,No match found,,none
Idor,No match found,,none
Idril,No match found,,none
Ihach,No match found,,none
Ihug,No match found,,none
Illfate,No match found,,none
Illnews,No match found,,none
Illuin,No match found,,none
Ilmarin,No match found,,none
Imlach,No match found,,none
Imlad,No match found,,none
Imladris,No match found,,none
Imloth,No match found,,none
Immedi,No match found,,none
Imrahil,No match found,,none
Incanus,Incanus  ,https://www.metal-archives.com/bands/Incanus/3540510164,exact
Indis,No match found,,none
Inglorion,No match found,,none
Ingvie,No match found,,none
Ingwe,No match found,,none
Inziladun,No match found,,none
Inzilbeth,No match found,,none
Ioreth,No match found,,none
Iorlas,No match found,,none
Irensaga,No match found,,none
Isays,No match found,,none
Isen,Isen Son  ,https://www.metal-archives.com/bands/Isen_Son/3540538860,exact
Isen,Isen Torr (a.k.a. IsenTorr) ,https://www.metal-archives.com/bands/Isen_Torr/24117,exact
Isen,Throne of Isen  ,https://www.metal-archives.com/bands/Throne_of_Isen/25127,exact
Isengar,No match found,,none
Isengard,Isengard  ,https://www.metal-archives.com/bands/Isengard/122438,exact
Isengard,Isengard  ,https://www.metal-archives.com/bands/Isengard/1027,exact
Isengard,Isengard  ,https://www.metal-archives.com/bands/Isengard/3540271964,exact
Isengard,Isengard  ,https://www.metal-archives.com/bands/Isengard/50491,exact
Isengard,Isengard  ,https://www.metal-archives.com/bands/Isengard/6771,exact
Isengard,Isengard  ,https://www.metal-archives.com/bands/Isengard/58962,exact
Isengard,Pest of Isengard  ,https://www.metal-archives.com/bands/Pest_of_Isengard/3540504892,exact
Isengard,Smoke of Isengard  ,https://www.metal-archives.com/bands/Smoke_of_Isengard/3540502850,exact
Isengard,Wolf of Isengard (a.k.a. WoI) ,https://www.metal-archives.com/bands/Wolf_of_Isengard/3540549897,exact
Isengard,Wolves of Isengard  ,https://www.metal-archives.com/bands/Wolves_of_Isengard/3540539142,exact
Isengard,IzenGard (a.k.a. Isengard) ,https://www.metal-archives.com/bands/IzenGard/3540461943,exact
Isengarders,No match found,,none
Isengrim,Isengrim  ,https://www.metal-archives.com/bands/Isengrim/57997,exact
Isenmouthe,No match found,,none
Isenmouths,No match found,,none
Isil,No match found,,none
Isildur,Isildur  ,https://www.metal-archives.com/bands/Isildur/3540382242,exact
Isildur,Isildur  ,https://www.metal-archives.com/bands/Isildur/39559,exact
Isildur,Bane of Isildur  ,https://www.metal-archives.com/bands/Bane_of_Isildur/78829,exact
Isildur,Heirs of Isildur  ,https://www.metal-archives.com/bands/Heirs_of_Isildur/3540434538,exact
Isildur,Isildur' Bane (a.k.a. Isildur's Bane) ,https://www.metal-archives.com/bands/Isildur%27_Bane/3540301676,exact
Istari,No match found,,none
Itarilde,No match found,,none
Itarille,No match found,,none
Ithil,Ithil  ,https://www.metal-archives.com/bands/Ithil/3540549720,exact
Ithil,Minas Ithil  ,https://www.metal-archives.com/bands/Minas_Ithil/3540355856,exact
Ithil,Il'Ithil  ,https://www.metal-archives.com/bands/Il%27Ithil/3540396322,exact
Ithilien,Ithilien  ,https://www.metal-archives.com/bands/Ithilien/3540323639,exact
Ithilstone,No match found,,none
Ivrin,No match found,,none
Izor,No match found,,none
Jewelsmiths,No match found,,none
Jomer,No match found,,none
Jomunds,No match found,,none
Jowyn,No match found,,none
Jrr,"J​.​R​.​R. Tokin' (a.k.a. J.R.R. Tolkien, J.R.R. Toking) ",https://www.metal-archives.com/bands/J%E2%80%8B.%E2%80%8BR%E2%80%8B.%E2%80%8BR._Tokin%27/3540395136,exact
Jusst,No match found,,none
Kelebom,No match found,,none
Kementari,No match found,,none
Khand,Khand  ,https://www.metal-archives.com/bands/Khand/74903,exact
Khazad,Baruk Khazâd (a.k.a. Baruk Khazad) ,https://www.metal-archives.com/bands/Baruk_Khaz%C3%A2d/3540444687,exact
Khazad,"Khazad Dhum (a.k.a. Khazad-Dum, Khazad-Dhum) ",https://www.metal-archives.com/bands/Khazad_Dhum/8181,exact
Khazad,Khazad Dûm  ,https://www.metal-archives.com/bands/Khazad_D%C3%BBm/3540412241,exact
Khazad,Khazad Dûm  ,https://www.metal-archives.com/bands/Khazad_D%C3%BBm/3540516943,exact
Khazad,Khazad-dûm  ,https://www.metal-archives.com/bands/Khazad-d%C3%BBm/3540409847,exact
Khazad,Khazaddum (a.k.a. Khazad Dum) ,https://www.metal-archives.com/bands/Khazaddum/3540397428,exact
Khazaddum,Khazaddum (a.k.a. Khazad Dum) ,https://www.metal-archives.com/bands/Khazaddum/3540397428,exact
Khazaddum,Khazad-dûm  ,https://www.metal-archives.com/bands/Khazad-d%C3%BBm/3540409847,exact
Khazaddum,"Khazad Dhum (a.k.a. Khazad-Dum, Khazad-Dhum) ",https://www.metal-archives.com/bands/Khazad_Dhum/8181,exact
Khazaddym,No match found,,none
Kheled,No match found,,none
Kheledzaram,No match found,,none
Kheledzvram,No match found,,none
Khtm,No match found,,none
Khuzdul,No match found,,none
Kibilnvla,No match found,,none
Kili,No match found,,none
Kingv,No match found,,none
Kinslaying,No match found,,none
Ladros,No match found,,none
Ladybarrow,No match found,,none
Ladyofdorlomin,No match found,,none
Ladys,No match found,,none
Laer,No match found,,none
Laercu,No match found,,none
Lagduf,No match found,,none
Laiquendi,No match found,,none
Lakemen,No match found,,none
Laketown,No match found,,none
Lalaith,No match found,,none
Lamath,No match found,,none
Lamedon,No match found,,none
Lammoth,Lammoth  ,https://www.metal-archives.com/bands/Lammoth/38438,exact
Lammoth,Lammoth  ,https://www.metal-archives.com/bands/Lammoth/3540305388,exact
Lammoth,Lammoth  ,https://www.metal-archives.com/bands/Lammoth/3540547665,exact
Lammoth,Lammoth  ,https://www.metal-archives.com/bands/Lammoth/38456,exact
Lampwrights,No match found,,none
Landroval,No match found,,none
Langstrand,No match found,,none
Lanlhir,No match found,,none
Lanthir,No match found,,none
Laramir,No match found,,none
Lassemista,No match found,,none
Lastcomers,No match found,,none
Lathspell,Lathspell  ,https://www.metal-archives.com/bands/Lathspell/36336,exact
Lathspell,Lathspell  ,https://www.metal-archives.com/bands/Lathspell/129386,exact
Laurelin,No match found,,none
Laurelindo,No match found,,none
Laurelindorenan,No match found,,none
Laurelindurenan,No match found,,none
Leaflock,No match found,,none
Lebennin,No match found,,none
Legolas,No match found,,none
Legolin,No match found,,none
Leithian,Leithian  ,https://www.metal-archives.com/bands/Leithian/86190,exact
Lembas,No match found,,none
Lenve,No match found,,none
Lenwe,No match found,,none
Lhaw,No match found,,none
Lhun,No match found,,none
Lightfoots,No match found,,none
Limlight,No match found,,none
Linaevien,No match found,,none
Linaewen,No match found,,none
Lindar,No match found,,none
Lindir,No match found,,none
Lindorie,No match found,,none
Linhir,No match found,,none
Lithlad,No match found,,none
Lithui,Ered Lithui  ,https://www.metal-archives.com/bands/Ered_Lithui/106767,exact
Lithui,Ered (a.k.a. Ered Lithui) ,https://www.metal-archives.com/bands/Ered/13472,exact
Ljofa,No match found,,none
Lockbearer,No match found,,none
Lockholes,No match found,,none
Loeg,No match found,,none
Lollow,No match found,,none
Lomeanor,No match found,,none
Lomin,No match found,,none
Lomion,No match found,,none
Lonelands,No match found,,none
Longbeards,No match found,,none
Longexpected,No match found,,none
Longholes,No match found,,none
Lorellin,No match found,,none
Lorest,No match found,,none
Lorgan,No match found,,none
Lorindol,No match found,,none
Losgar,No match found,,none
Lossarnach,No match found,,none
Losshoth,No match found,,none
Lothlann,No match found,,none
Lothlorien,Lothlorien  ,https://www.metal-archives.com/bands/Lothlorien/2333,exact
Lothlorien,Leaves of Lothlórien  ,https://www.metal-archives.com/bands/Leaves_of_Lothl%C3%B3rien/106360,exact
Lothlorien,Lothlöryen (a.k.a. Lothlórien) ,https://www.metal-archives.com/bands/Lothl%C3%B6ryen/28752,exact
Lothlurien,No match found,,none
Lotho,No match found,,none
Loudwater,No match found,,none
Lrodo,No match found,,none
Lthien,No match found,,none
Luckwearer,No match found,,none
Lugbrz,No match found,,none
Lugburz,Lugburz  ,https://www.metal-archives.com/bands/Lugburz/123259,exact
Lugburz,Lugburz  ,https://www.metal-archives.com/bands/Lugburz/15905,exact
Lugburz,Lugburz  ,https://www.metal-archives.com/bands/Lugburz/47996,exact
Lugburz,Lugburz Sleed  ,https://www.metal-archives.com/bands/Lugburz_Sleed/3540260865,exact
Lugburz,Lugzburz (a.k.a. Lugburz) ,https://www.metal-archives.com/bands/Lugzburz/3540398557,exact
Lugburz,Torturing Decay (a.k.a. Lugburz) ,https://www.metal-archives.com/bands/Torturing_Decay/3540315292,exact
Lugdush,No match found,,none
Luin,No match found,,none
Luinil,No match found,,none
Lumpkins,No match found,,none
Luni,No match found,,none
Lurien,No match found,,none
Luthien,Luthien  ,https://www.metal-archives.com/bands/Luthien/58970,exact
Luthien,Luthien  ,https://www.metal-archives.com/bands/Luthien/100733,exact
Mablung,No match found,,none
Maedhros,Maedhros  ,https://www.metal-archives.com/bands/Maedhros/3540492358,exact
Maeglin,Maeglin  ,https://www.metal-archives.com/bands/Maeglin/3540507684,exact
Maglor,Maglor  ,https://www.metal-archives.com/bands/Maglor/3540347227,exact
Magor,Magor  ,https://www.metal-archives.com/bands/Magor/3540357961,exact
Magor,Magor (a.k.a. Wurdulak) ,https://www.metal-archives.com/bands/Magor/3540290913,exact
Mahanaxar,No match found,,none
Mahtan,No match found,,none
Maiar,Maiar  ,https://www.metal-archives.com/bands/Maiar/3540441874,exact
Maiarofthe,No match found,,none
Malach,No match found,,none
Malbeth,No match found,,none
Malduin,No match found,,none
Malinalda,No match found,,none
Mandos,Halls of Mandos  ,https://www.metal-archives.com/bands/Halls_of_Mandos/3540255443,exact
Manhearted,No match found,,none
Manve,No match found,,none
Manvie,No match found,,none
Manwe,No match found,,none
Manyoared,No match found,,none
Marach,No match found,,none
Marcho,No match found,,none
Mardil,No match found,,none
Markwardens,No match found,,none
Marnufalmar,No match found,,none
Marnufalmarthe,No match found,,none
Masterstone,The Great Masterstone  ,https://www.metal-archives.com/bands/The_Great_Masterstone/3540417296,exact
Mathomhouse,No match found,,none
Mauhur,Mauhúr (a.k.a. Mauhur) ,https://www.metal-archives.com/bands/Mauh%C3%BAr/3540553763,exact
Mazarbul,No match found,,none
Mearas,No match found,,none
Meduseld,No match found,,none
Melkor,Melkor  ,https://www.metal-archives.com/bands/Melkor/16925,exact
Melkor,Melkor  ,https://www.metal-archives.com/bands/Melkor/64098,exact
Melkor,Melkor  ,https://www.metal-archives.com/bands/Melkor/14061,exact
Melkor,Melkor  ,https://www.metal-archives.com/bands/Melkor/3540403195,exact
Melkor,Melkor  ,https://www.metal-archives.com/bands/Melkor/30638,exact
Melkor,Melkor  ,https://www.metal-archives.com/bands/Melkor/3540440419,exact
Melkor,Born of Melkor  ,https://www.metal-archives.com/bands/Born_of_Melkor/3540541541,exact
Melkor,Hand of Melkor  ,https://www.metal-archives.com/bands/Hand_of_Melkor/3540525323,exact
Melkor,Song of Melkor  ,https://www.metal-archives.com/bands/Song_of_Melkor/5133,exact
Melkor,Мелкор (a.k.a. Melkor) ,https://www.metal-archives.com/bands/%D0%9C%D0%B5%D0%BB%D0%BA%D0%BE%D1%80/78719,exact
Melkor,Morgoth (a.k.a. Melkor the Morgoth) ,https://www.metal-archives.com/bands/Morgoth/89952,exact
Melkorto,No match found,,none
Mellyrn,No match found,,none
Melui,No match found,,none
Melyanna,No match found,,none
Menegroth,Menegroth  ,https://www.metal-archives.com/bands/Menegroth/28940,exact
Meneldil,No match found,,none
Meneldor,No match found,,none
Menelmacar,No match found,,none
Meneltarma,No match found,,none
Menelvagor,No match found,,none
Mereth,No match found,,none
Merethrond,No match found,,none
Meriadoc,No match found,,none
Merrys,No match found,,none
Methedras,Methedras  ,https://www.metal-archives.com/bands/Methedras/16717,exact
Mickleburg,No match found,,none
Middleearth,No match found,,none
Midgewater,No match found,,none
Minastir,No match found,,none
Mindeb,No match found,,none
Mindolluin,No match found,,none
Mindon,No match found,,none
Minhiriath,Minhiriath  ,https://www.metal-archives.com/bands/Minhiriath/39117,exact
Minrimmon,No match found,,none
Mirdain,No match found,,none
Miriel,No match found,,none
Mirkmod,No match found,,none
Mirkwood,Mirkwood  ,https://www.metal-archives.com/bands/Mirkwood/110865,exact
Mirrormere,No match found,,none
Mitheithel,No match found,,none
Mithlond,Mithlond  ,https://www.metal-archives.com/bands/Mithlond/3540430517,exact
Mithrandir,Mithrandir  ,https://www.metal-archives.com/bands/Mithrandir/3540521442,exact
Mithril,Mithril  ,https://www.metal-archives.com/bands/Mithril/78027,exact
Mithril,Mithril  ,https://www.metal-archives.com/bands/Mithril/3540262514,exact
Mithril,Mithril (a.k.a. Methyl) ,https://www.metal-archives.com/bands/Mithril/44416,exact
Mithril,Mithril  ,https://www.metal-archives.com/bands/Mithril/28498,exact
Mithril,Mithril  ,https://www.metal-archives.com/bands/Mithril/23082,exact
Mithril,Mithril  ,https://www.metal-archives.com/bands/Mithril/3540396810,exact
Mithril,Mithril Hall  ,https://www.metal-archives.com/bands/Mithril_Hall/51976,exact
Mithril,Mithril on Fire  ,https://www.metal-archives.com/bands/Mithril_on_Fire/3540321560,exact
Mithril,"Mythril (a.k.a. Mythrill, Mithril) ",https://www.metal-archives.com/bands/Mythril/3540497521,exact
Mithril,"Mythrill (a.k.a. Mythril, Mithrill, Mithril) ",https://www.metal-archives.com/bands/Mythrill/94166,exact
Mithril,"Mythraal (a.k.a. Mythral, Mythril, Mythrill, Mithraal, Mithril, Mithral) ",https://www.metal-archives.com/bands/Mythraal/3540394197,exact
Mithrim,Mithrim  ,https://www.metal-archives.com/bands/Mithrim/3540331781,exact
Mlriel,No match found,,none
Momen,No match found,,none
Monaen,No match found,,none
Monen,No match found,,none
Moontower,Moontower (a.k.a. Moon Tower) ,https://www.metal-archives.com/bands/Moontower/14432,exact
Morannon,Morannon  ,https://www.metal-archives.com/bands/Morannon/65661,exact
Morannon,Morannon  ,https://www.metal-archives.com/bands/Morannon/5873,exact
Mordor,Mordor  ,https://www.metal-archives.com/bands/Mordor/3540289717,exact
Mordor,Mordor (a.k.a. Mordor DCLXVI) ,https://www.metal-archives.com/bands/Mordor/3540256561,exact
Mordor,Mordor  ,https://www.metal-archives.com/bands/Mordor/3784,exact
Mordor,Mordor  ,https://www.metal-archives.com/bands/Mordor/118033,exact
Mordor,Mordor  ,https://www.metal-archives.com/bands/Mordor/3540493655,exact
Mordor,Mordor  ,https://www.metal-archives.com/bands/Mordor/6893,exact
Mordor,Mordor  ,https://www.metal-archives.com/bands/Mordor/19560,exact
Mordor,Mordor  ,https://www.metal-archives.com/bands/Mordor/3540485394,exact
Mordor,Mordor  ,https://www.metal-archives.com/bands/Mordor/18509,exact
Mordor,Mordor  ,https://www.metal-archives.com/bands/Mordor/3540498148,exact
Mordor,Mordor (a.k.a. Mordro) ,https://www.metal-archives.com/bands/Mordor/73368,exact
Mordor,Mordor  ,https://www.metal-archives.com/bands/Mordor/3540281965,exact
Mordor,Mordor  ,https://www.metal-archives.com/bands/Mordor/34000,exact
Mordor,"Mordor (a.k.a. Embryo, Speedfreak) ",https://www.metal-archives.com/bands/Mordor/3540387516,exact
Mordor,Mordor  ,https://www.metal-archives.com/bands/Mordor/19852,exact
Mordor,Mordor  ,https://www.metal-archives.com/bands/Mordor/3540362824,exact
Mordor,Mordor  ,https://www.metal-archives.com/bands/Mordor/3540407867,exact
Mordor,Dark Mordor  ,https://www.metal-archives.com/bands/Dark_Mordor/86024,exact
Mordor,Lord Mordor  ,https://www.metal-archives.com/bands/Lord_Mordor/3540477466,exact
Mordor,Mordor Macula  ,https://www.metal-archives.com/bands/Mordor_Macula/3540505885,exact
Mordor,Mordor Ruido  ,https://www.metal-archives.com/bands/Mordor_Ruido/3540455053,exact
Mordor,Mordor Truckers  ,https://www.metal-archives.com/bands/Mordor_Truckers/3540523851,exact
Mordor,Land of Mordor  ,https://www.metal-archives.com/bands/Land_of_Mordor/27080,exact
Mordor,Morador (a.k.a. Mordor) ,https://www.metal-archives.com/bands/Morador/3540440806,exact
Mordor,Paroxysm (a.k.a. Mordor) ,https://www.metal-archives.com/bands/Paroxysm/17769,exact
Mordor,Unchain (a.k.a. Mordor) ,https://www.metal-archives.com/bands/Unchain/3540321439,exact
Mordor,Мордор (a.k.a. Mordor) ,https://www.metal-archives.com/bands/%D0%9C%D0%BE%D1%80%D0%B4%D0%BE%D1%80/3540343722,exact
Mordor,"Satansmörder (a.k.a. SatansMorder, Satan's Morder, Satansmördör, Satans mördör) ",https://www.metal-archives.com/bands/Satansm%C3%B6rder/3540535500,exact
Mordordark,No match found,,none
Morgai,No match found,,none
Morgoth,Morgoth  ,https://www.metal-archives.com/bands/Morgoth/3540534402,exact
Morgoth,Morgoth (a.k.a. Melkor the Morgoth) ,https://www.metal-archives.com/bands/Morgoth/89952,exact
Morgoth,Morgoth  ,https://www.metal-archives.com/bands/Morgoth/811,exact
Morgoth,Morgoth  ,https://www.metal-archives.com/bands/Morgoth/3540450000,exact
Morgoth,Morgoth  ,https://www.metal-archives.com/bands/Morgoth/3540298227,exact
Morgoth,Morgoth  ,https://www.metal-archives.com/bands/Morgoth/60102,exact
Morgoth,Dead Morgoth  ,https://www.metal-archives.com/bands/Dead_Morgoth/3540281725,exact
Morgoth,Morgoth Bauglir  ,https://www.metal-archives.com/bands/Morgoth_Bauglir/3540270395,exact
Morgoth,Morgoth Gates  ,https://www.metal-archives.com/bands/Morgoth_Gates/3540315726,exact
Morgoth,Unholy Morgoth  ,https://www.metal-archives.com/bands/Unholy_Morgoth/35397,exact
Morgoth,Balrog ov Morgoth (a.k.a. Balrog of Morgoth) ,https://www.metal-archives.com/bands/Balrog_ov_Morgoth/3540543147,exact
Morgoth,Servant of Morgoth  ,https://www.metal-archives.com/bands/Servant_of_Morgoth/3540499056,exact
Morgoth,Skald of Morgoth  ,https://www.metal-archives.com/bands/Skald_of_Morgoth/3540428155,exact
Morgoth,Maleficentia (a.k.a. Morgoth) ,https://www.metal-archives.com/bands/Maleficentia/10191,exact
Morgoth,Morgorth (a.k.a. Morgoth) ,https://www.metal-archives.com/bands/Morgorth/3540314278,exact
Morgul,Morgul  ,https://www.metal-archives.com/bands/Morgul/3331,exact
Morgul,Morgul  ,https://www.metal-archives.com/bands/Morgul/3540313741,exact
Morgul,Burz Morgûl  ,https://www.metal-archives.com/bands/Burz_Morg%C3%BBl/61290,exact
Morgul,Cirith Morgul  ,https://www.metal-archives.com/bands/Cirith_Morgul/3540461915,exact
Morgul,Gôr Mörgûl  ,https://www.metal-archives.com/bands/G%C3%B4r_M%C3%B6rg%C3%BBl/3540341942,exact
Morgul,Minas Morgul  ,https://www.metal-archives.com/bands/Minas_Morgul/3540487912,exact
Morgul,Minas Morgul  ,https://www.metal-archives.com/bands/Minas_Morgul/11607,exact
Morgul,Minas Morgul (a.k.a. Minas Morgull) ,https://www.metal-archives.com/bands/Minas_Morgul/3540333875,exact
Morgul,Minas Morgul  ,https://www.metal-archives.com/bands/Minas_Morgul/3540537174,exact
Morgul,Minas Morgul  ,https://www.metal-archives.com/bands/Minas_Morgul/7216,exact
Morgul,Morgul Bastard (a.k.a. M.B.) ,https://www.metal-archives.com/bands/Morgul_Bastard/3540530785,exact
Morgul,Morgul Blade  ,https://www.metal-archives.com/bands/Morgul_Blade/3540467522,exact
Morgul,Morgul Vale  ,https://www.metal-archives.com/bands/Morgul_Vale/3540288607,exact
Morgul,Morgul Vale  ,https://www.metal-archives.com/bands/Morgul_Vale/3540510932,exact
Morgul,Old Morgul  ,https://www.metal-archives.com/bands/Old_Morgul/11753,exact
Morgul,Warlocks of Morgul  ,https://www.metal-archives.com/bands/Warlocks_of_Morgul/3540551750,exact
Morgulduin,No match found,,none
Morgulking,No match found,,none
Morgulknife,No match found,,none
Morgullord,No match found,,none
Morgulrats,No match found,,none
Morgulroad,No match found,,none
Morgulsheen,No match found,,none
Morgulspells,No match found,,none
Morgulstuff,No match found,,none
Morgulway,No match found,,none
Moriagate,No match found,,none
Moriasilver,No match found,,none
Morici,No match found,,none
Moriquendi,Moriquendi  ,https://www.metal-archives.com/bands/Moriquendi/44623,exact
Moriquendi,Moriquendi  ,https://www.metal-archives.com/bands/Moriquendi/109220,exact
Moriquendi,Moriquëndi  ,https://www.metal-archives.com/bands/Moriqu%C3%ABndi/3540468297,exact
Mormegil,Mormegil  ,https://www.metal-archives.com/bands/Mormegil/3540447605,exact
Morqoth,No match found,,none
